,Name,z_burns2018_bvriC,z_burns2018_griC,EBV,EBV_err,dm15,dm15_err,MV,MV_err,bv_source_w09,Type,foundation,csp,w09,vel,vel_err,vel_source,bv_source,z,z_err,z_wang09,c_sncosmo,c_err_sncosmo,chisq,mwebv_sncosmo,mwebv_err,success,t0,t0_err,x0_sncosmo,x0_err_sncosmo,x1_sncosmo,x1_err_sncosmo,z_cosana,Name_sncosmo,Survey_sncosmo,bands,bands2,Name_upper,Name_snana,zHEL,zCMB,zHD,mwebv_snana,SNRMAX1,SNRMAX2,PKMJD,PKMJDERR,x1_snana,x1_err_snana,c_snana,c_err_snana,mB,mBERR,x0_snana,x0_err_snana,FITCHI2,x0_offset,Survey_snana,first_fitmjd
453,2002he,,,0.1,0.04,1.32,0.06,-18.92,0.09,TRUE,N,FALSE,FALSE,TRUE,-12.62,0.22,local,w09,0.024840518,,0.024840518,-0.02899275,0.032284899,20.23060358,0.034060486,0,1,52586.1966,0.111604995,0.005529575,0.000219009,-1.651615922,0.17359333,0.024840518,2002he,CfA3,BRV                 ,BIRV                ,SN2002HE,SN2002HE,0.02484,0.02484,0.02484,0.03406,54.28685,51.70169,52586.188,0.11,-1.64937,0.16985,-0.0229281,0.0319203,16.03297,0.0430268,0.00693123,0.000274679,22.95499,0.005405182,CfA3,52579.438
454,2004bk,,,0.09,0.05,1.18,0.08,-19.24,0.1,TRUE,HV,FALSE,FALSE,TRUE,-99.9,,w09,w09,0.024100006,,0.024100006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,2007co,,,0.16,0.05,1.13,0.05,-18.91,0.09,TRUE,HV,FALSE,FALSE,TRUE,-12.02,0.23,local,w09,0.026561709,,0.026561709,0.061484827,0.026134302,80.6060172,0.097342405,0,1,54265.17145,0.058416912,0.004472959,0.000118584,-0.130697467,0.061608529,0.026561709,2007co,CfA3,BVr                 ,BVir                ,SN2007CO,SN2007CO,0.02656,0.02656,0.02656,0.0973433,90.478,83.51823,54265.16,0.058,-0.171899,0.0614116,0.0741397,0.0260942,16.25343,0.0343826,0.00565754,0.00017916,76.27724,0.00441192,CfA3,54259.379
456,2002ef,,,0.38,0.04,1.08,0.05,-18.6,0.1,TRUE,HV,FALSE,FALSE,TRUE,-99.9,,w09,w09,0.022835798,,0.022835798,0.295005869,0.025655195,95.64633409,0.027745354,0,1,52490.94397,0.082932331,0.00379015,0.000101476,-0.485182674,0.077215228,0.022835798,2002ef,LOSS,BRV                 ,BIRV                ,SN2002EF,SN2002EF,0.02284,0.02284,0.02284,0.0277454,108.57369,98.70346,52490.938,0.083,-0.488365,0.0765154,0.29487,0.0254714,16.41839,0.0293465,0.0048601,0.000131364,97.42967,0.003790052,LOSS,52486.91
457,2000cn,,,0.2,0.05,1.57,0.05,-18.53,0.1,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.02320939,,0.02320939,0.09808136,0.027192931,54.41620438,0.049026435,0,1,51707.39546,0.063693236,0.004134804,0.000113398,-2.249631927,0.114745775,0.02320939,2000cn,CfA2,BRV                 ,BIRV                ,SN2000CN,SN2000CN,0.02321,0.02321,0.02321,0.0490264,98.70358,72.38242,51707.359,0.067,-2.4083,0.13656,0.0966537,0.0274152,16.31925,0.0314803,0.00532474,0.000154388,33.60798,0.004152393,CfA2,51699.352
458,2002cr,,,0.1,0.05,1.21,0.05,-19.07,0.21,TRUE,N,FALSE,FALSE,TRUE,-10.05,0.23,local,w09,0.010380515,,0.010380515,-0.028004815,0.02630275,11.83899695,0.021174272,0,1,52408.93556,0.046086962,0.036625165,0.001015031,-0.371014136,0.059880796,0.010380515,2002cr,CfA3,BRV                 ,BIRV                ,SN2002CR,SN2002CR,0.01038,0.01038,0.01038,0.0211743,108.57366,98.70332,52408.93,0.045,-0.373418,0.0595314,-0.0205417,0.0259355,13.98017,0.0298996,0.0459127,0.00126437,12.05494,0.035804106,CfA3,52399.23
459,2006az,,,0,0.04,1.3,0.05,-19.11,0.08,TRUE,N,FALSE,FALSE,TRUE,-10.72,0.26,local,w09,0.031471772,,0.031471772,-0.102099924,0.026749169,169.4783375,0.01192669,0,1,53826.91995,0.077781931,0.004595854,0.000121008,-1.353270813,0.043787106,0.031471772,2006az,CfA3,BVr                 ,BVir                ,SN2006AZ,SN2006AZ,0.03147,0.03147,0.03147,0.0119267,77.55249,72.38235,53826.906,0.077,-1.39343,0.043831,-0.0878608,0.0263271,16.22224,0.0285626,0.00582243,0.000153171,169.19972,0.004540506,CfA3,53820.297
460,2002el,,,0.07,0.04,1.25,0.08,-19.16,0.08,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.027809239,,0.027809239,-0.037818941,0.026355589,54.26551419,0.074528524,0,1,52508.15831,0.050833564,0.005988396,0.000161442,-1.289390821,0.07428545,0.027809239,2002el,LOSS,BRV                 ,BIRV                ,SN2002EL,SN2002EL,0.02781,0.02781,0.02781,0.0745295,83.51816,77.55247,52508.156,0.05,-1.28889,0.0732187,-0.0384886,0.025834,15.92166,0.0322297,0.00767958,0.000227966,55.45853,0.005988768,LOSS,52499.82
461,2001en,,,0.06,0.05,1.28,0.05,-18.98,0.15,TRUE,HV,FALSE,FALSE,TRUE,-13.32,0.22,local,w09,0.014937,,0.014937,0.015187368,0.027967714,13.66144187,0.046387591,0,1,52193.53927,0.35587211,0.016068236,0.000502164,-0.969034085,0.074476937,0.014937,2001en,CfA3,BRV                 ,BIRV                ,SN2001EN,SN2001EN,0.01494,0.01494,0.01494,0.0463876,77.55257,60.31865,52193.543,0.059,-0.969616,0.0523784,0.0220877,0.0274459,14.87435,0.0319305,0.0201493,0.00059257,14.92993,0.015713031,CfA3,52196.383
462,2002cd,,,0.71,0.04,1.02,0.06,-18.18,0.22,TRUE,HV,FALSE,FALSE,TRUE,-99.9,,w09,w09,0.009736736,,0.009736736,0.578566224,0.026129719,111.0079026,0.34862102,0,1,52383.93742,0.068878464,0.008354752,0.000239826,1.029142367,0.062229128,0.009736736,2002cd,LOSS,BRV                 ,BIRV                ,SN2002CD,SN2002CD,0.00974,0.00974,0.00974,0.34862,108.5737,108.57354,52383.941,0.069,1.02977,0.0630821,0.58014,0.0317638,15.5765,0.0767025,0.0105536,0.000745564,111.22037,0.008230015,LOSS,52375
463,2004fz,,,-0.01,0.05,1.32,0.07,-19.28,0.14,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.016461388,,0.016461388,-0.022443983,0.026000772,119.709961,0.052761559,0,1,53333.52946,0.040321946,0.019048222,0.000507194,-1.336126207,0.055466728,0.016461388,2004fz,LOSS,BRV                 ,BIRV                ,SN2004FZ,SN2004FZ,0.01646,0.01646,0.01646,0.0527617,108.57373,108.57372,53333.523,0.04,-1.33847,0.055036,-0.0216246,0.0252824,14.6659,0.0299742,0.0244141,0.000674006,120.90078,0.01903885,LOSS,53325.828
464,2003kf,,,0.06,0.05,1.01,0.08,-19.09,0.32,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.006954811,,0.006954811,-0.035420922,0.025406173,101.0513918,0.268790706,0,1,52981.43824,0.111694401,0.074515866,0.002006956,0.538991301,0.056718226,0.006954811,2003kf,CfA3,BRV                 ,BIRV                ,SN2003KF,SN2003KF,0.00695,0.00695,0.00695,0.26879,135.71707,83.51818,52981.426,0.112,0.5382,0.0575391,-0.0295014,0.0296526,13.21833,0.0625592,0.0926124,0.00533625,102.29904,0.072221938,CfA3,52977.254
465,2002bo,,,0.51,0.06,1.16,0.03,-18.16,0.43,TRUE,HV,FALSE,FALSE,TRUE,-13.11,0.22,local,w09,0.005160237,,0.005160237,0.329779766,0.026694378,49.76740052,0.021557887,0,1,52357.30007,0.044259098,0.048249327,0.001436694,-0.515223393,0.06566907,0.005160237,2002bo,CfA3,BRV                 ,BIRV                ,SN2002BO,SN2002BO,0.00516,0.00516,0.00516,0.0215579,90.47801,90.478,52357.297,0.044,-0.509963,0.0657493,0.33718,0.0264093,13.68209,0.0322808,0.0604178,0.00179633,51.8726,0.04711562,CfA3,52344.25
466,2002bf,,,0.17,0.06,1,0.1,-19.03,0.11,TRUE,HV,FALSE,FALSE,TRUE,-15.51699,0.2219,w09,w09,0.024743785,,0.024743785,-0.076301536,0.095573526,0.212665381,0.009637611,0,1,52338.45683,1.02629757,0.006615907,0.000997166,-2.244300376,0.304748121,0.024743785,2002bf,CfA3,BRV                 ,BIRV                ,SN2002BF,SN2002BF,0.02474,0.02474,0.02474,0.00963765,63.86686,60.31864,52338.32,0.912,-2.28442,0.30427,-0.0956974,0.089169,15.7965,0.14949,0.00861789,0.00118657,0.22265,0.00672049,CfA3,52342.324
467,2006cp,,,0.2,0.04,1.13,0.05,-19.18,0.1,TRUE,HV,FALSE,FALSE,TRUE,-13.48,0.24,local,w09,0.023319466,,0.023319466,0.062001913,0.027537156,24.1775532,0.02272424,0,1,53897.77561,0.069124311,0.007174107,0.000200828,0.37095981,0.076160525,0.023319466,2006cp,CfA3,BVr                 ,BVir                ,SN2006CP,SN2006CP,0.02332,0.02332,0.02332,0.0227244,72.38241,72.38225,53897.738,0.069,0.34122,0.0752915,0.0770494,0.0270856,15.74157,0.0304846,0.00906505,0.000254523,20.95901,0.007069199,CfA3,53885.168
468,2001cp,,,0.13,0.04,0.85,0.05,-19.29,0.1,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.022395493,,0.022395493,0.001761262,0.025925758,73.67241276,0.134657548,0,1,52088.47905,0.065874941,0.009003368,0.000241577,0.997029369,0.071315553,0.022395493,2001cp,LOSS,BRV                 ,BIRV                ,SN2001CP,SN2001CP,0.0224,0.0224,0.0224,0.13466,98.7033,90.47799,52088.477,0.064,0.9979,0.0711357,-7.55E-05,0.0266587,15.47934,0.0392417,0.0115415,0.000417146,74.26679,0.009000409,LOSS,52079.84
469,2007qe,,,0.22,0.04,1.02,0.05,-19.09,0.1,TRUE,HV,FALSE,FALSE,TRUE,-14.38,0.23,local,w09,0.024016615,,0.024016615,0.055778445,0.026114789,138.8604212,0.032945599,0,1,54429.86321,0.037554442,0.006614426,0.000175841,0.777222563,0.045386172,0.024016615,2007qe,CfA3,BVr                 ,BVir                ,SN2007QE,SN2007QE,0.02402,0.02402,0.02402,0.0329455,83.51824,72.38251,54429.832,0.036,0.73737,0.0449147,0.0686313,0.0255176,15.82841,0.0291532,0.00836826,0.000224697,121.23158,0.006525821,CfA3,54419.297
470,1998dh,,,0.2,0.04,1.22,0.04,-19.18,0.24,TRUE,HV,FALSE,FALSE,TRUE,-12.04,0.22,local,w09,0.009226383,,0.009226383,0.081580885,0.027118618,34.22385395,0.05788049,0,1,51029.66269,0.06949388,0.048281779,0.00141722,-0.750814866,0.076759113,0.009226383,1998dh,CfA2,BRV                 ,BIRV                ,SN1998DH,SN1998DH,0.00923,0.00923,0.00923,0.0578805,155.10522,108.57365,51029.668,0.071,-0.752751,0.0771385,0.0799432,0.026738,13.65371,0.0333804,0.0620176,0.0019067,33.97779,0.048363192,CfA2,51021.441
471,2004at,,,-0.02,0.04,1.1,0.03,-19.23,0.09,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.023623009,,0.023623009,-0.079999807,0.025912661,59.16432688,0.010222366,0,1,53091.97745,0.044903837,0.009223967,0.000244717,-0.044496949,0.050067287,0.023623009,2004at,LOSS,BRV                 ,BIRV                ,SN2004AT,SN2004AT,0.02362,0.02362,0.02362,0.0102224,90.47805,77.55266,53091.973,0.045,-0.0406976,0.0501564,-0.0808981,0.0253121,15.45219,0.0281769,0.0118338,0.00030711,60.12993,0.009228354,LOSS,53077.82
472,2003cq,,,0.19,0.04,1.37,0.05,-18.79,0.08,TRUE,HV,FALSE,FALSE,TRUE,-11.84581,0.24508,local,w09,0.03374668,,0.03374668,0.132595501,0.050590574,40.85540834,0.017379549,0,1,52739.56792,0.159837208,0.002328559,0.000127818,-0.655708918,0.143213547,0.03374668,2003cq,CfA3,RV                  ,RV                  ,SN2003CQ,SN2003CQ,0.03375,0.03375,0.03375,0.0173795,67.85858,63.86682,52739.574,0.156,-0.650566,0.14149,0.11404,0.0494181,16.94048,0.0585481,0.00300474,0.00016203,41.45342,0.002343187,CfA3,52733.488
473,2001ay,,,0.32,0.05,0.72,0.05,-19.04,0.08,TRUE,HV,FALSE,FALSE,TRUE,-99.9,,w09,w09,0.030254,0,0.030918056,0.06554829,0.030658163,148.4623422,0.01624869,0,1,52024.1105,0.527917652,0.003647194,0.000105565,4.018735575,0.293348054,0.030254,2001ay,CfA3,BRV                 ,BIRV                ,SN2001AY,SN2001AY,0.03025,0.03025,0.03025,0.0162487,83.5183,83.51811,52024.184,0.326,3.97437,0.21459,0.0759302,0.0297869,16.48478,0.031087,0.0045718,0.000130901,159.79663,0.003565227,CfA3,52022.43
474,2007o,,,0.05,0.04,1.12,0.08,-19.17,0.08,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.036588646,,0.036588646,-0.039892524,0.028042372,53.61275128,0.019905402,0,1,54126.3956,1.31E-05,0.003277075,9.20E-05,-0.61364618,0.069449726,0.036588646,2007o,CfA3,BVr                 ,BVir                ,SN2007O,SN2007O,0.03659,0.03659,0.03659,0.0199054,72.38234,63.86681,54125.645,0.347,-0.515949,0.0997373,-0.0421643,0.0291586,16.55155,0.0358592,0.00429914,0.00014199,41.43402,0.003352599,CfA3,54128.512
475,1996ai,,,1.75,0.08,1,0.08,-15.94,0.57,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.003916042,,0.003916042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,1999gd,,,0.5,0.07,1.13,0.1,-18.1,0.12,TRUE,N,FALSE,FALSE,TRUE,-10.37098,0.22587,w09,w09,0.019263326,,0.019263326,0.391038793,0.029740382,23.2176623,0.035357955,0,1,51520.33023,0.279568917,0.002876886,8.80E-05,-1.069004581,0.118884052,0.019263326,1999gd,CfA2,BRV                 ,BIRV                ,SN1999GD,SN1999GD,0.01926,0.01926,0.01926,0.035358,155.10535,98.70307,51520.34,0.281,-1.05706,0.11595,0.39112,0.0289091,16.71863,0.0334526,0.00368595,0.000113568,24.44756,0.002874415,CfA2,51521.43
477,2006ac,,,0.19,0.05,1.23,0.08,-18.97,0.1,TRUE,HV,FALSE,FALSE,TRUE,-13.85,0.22,local,w09,0.023949902,,0.023949902,0.012659002,0.026395782,102.6756518,0.013522241,0,1,53781.85922,0.082982396,0.006233607,0.000167451,-0.958928448,0.061446732,0.023949902,2006ac,CfA3,BVr                 ,BVir                ,SN2006AC,SN2006AC,0.02395,0.02395,0.02395,0.0135222,77.55254,72.38243,53781.832,0.082,-1.00896,0.0613644,0.02427,0.0265949,15.89037,0.0296638,0.00790407,0.00021595,107.16439,0.006163832,CfA3,53777.465
478,2000cp,,,0.45,0.07,1.1,0.1,-18.16,0.12,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.034204,0,0.034493863,0.380290979,0.030116312,9.516257348,0.043039171,0,1,51721.60841,0.576077207,0.000983529,3.55E-05,-0.811310486,0.502759531,0.034204,2000cp,LOSS,BRV                 ,BIRV                ,SN2000CP,SN2000CP,0.0342,0.0342,0.0342,0.0430391,60.31852,40.21244,51721.613,0.527,-0.818383,0.47865,0.38006,0.0298384,17.88335,0.0392067,0.00126084,4.55E-05,9.5389,0.000983241,LOSS,51721.801
479,2006lf,,,-0.02,0.04,1.15,0.05,-19.92,0.18,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.012972308,,0.012972308,-0.152408846,0.027661038,94.20120046,0.820810707,0,1,54045.35063,0.057375327,0.034853398,0.00102513,-1.398128068,0.058880715,0.012972308,2006lf,CfA3,BVr                 ,BVir                ,SN2006LF,SN2006LF,0.01297,0.01297,0.01297,0.82082,83.51826,77.55245,54045.34,0.058,-1.43589,0.0585065,-0.156727,0.0486973,13.99829,0.16161,0.0451529,0.00672103,104.47787,0.035211591,CfA3,54036.496
480,2000dn,,,0.11,0.04,1.04,0.06,-18.99,0.08,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.032066,0,0.030848008,-0.064132619,0.026930768,36.90182958,0.041244748,0,1,51824.62619,0.071272106,0.004032432,0.000113214,-0.3485595,0.096290626,0.032066,2000dn,LOSS,BRV                 ,BIRV                ,SN2000DN,SN2000DN,0.03207,0.03207,0.03207,0.0412448,51.70167,45.23906,51824.625,0.071,-0.349073,0.0958526,-0.0642928,0.0266018,16.35102,0.0311344,0.00517122,0.000148289,37.49604,0.004032673,LOSS,51814.781
481,2000cw,,,0.14,0.08,1.26,0.05,-18.77,0.08,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.028993391,,0.028993391,0.032816942,0.026670125,54.50852669,0.061938093,0,1,51748.34245,0.089814447,0.003569779,9.78E-05,-0.756129419,0.099157882,0.028993391,2000cw,LOSS,BRV                 ,BIRV                ,SN2000CW,SN2000CW,0.02899,0.02899,0.02899,0.0619383,90.47819,77.5527,51748.348,0.088,-0.755477,0.0979294,0.0336228,0.0260044,16.48398,0.0314906,0.00457519,0.000132698,57.05518,0.003567871,LOSS,51739.93
482,2000dr,,,0.05,0.04,1.73,0.05,-18.52,0.13,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.017785638,,0.017785638,0.084337812,0.027730941,79.09680242,0.017867169,0,1,51833.70963,0.078250675,0.007113849,0.000195822,-2.603891771,0.088436933,0.017785638,2000dr,LOSS,BRV                 ,BIRV                ,SN2000DR,SN2000DR,0.01779,0.01779,0.01779,0.0178672,90.47803,90.47796,51833.711,0.079,-2.60414,0.0876143,0.0839951,0.0271452,15.73559,0.0297291,0.00911511,0.000249585,80.66365,0.007108237,LOSS,51823.77
483,2001da,,,0.29,0.05,1.2,0.05,-18.84,0.14,TRUE,HV,FALSE,FALSE,TRUE,-11.53,0.22,local,w09,0.01597772,,0.01597772,0.082904853,0.034557982,1.054818392,0.049905685,0,1,52107.73916,1.21017764,0.011371377,0.000469916,-0.687618919,0.844871654,0.01597772,2001da,CfA3,BRV                 ,BIRV                ,SN2001DA,SN2001DA,0.01598,0.01598,0.01598,0.049906,47.20592,45.23903,52107.516,1.077,-0.547295,0.72352,0.0908213,0.0340385,15.24608,0.0454101,0.0143076,0.000598404,2.08714,0.011157497,CfA3,52109.453
484,1995e,,,0.78,0.05,1.17,0.07,-17.48,0.19,TRUE,N,FALSE,FALSE,TRUE,-10.54454,0.22033,w09,w09,0.011661401,,0.011661401,0.764661445,0.029005948,29.55763979,0.022790307,0,1,49775.1828,0.205608894,0.003489366,0.000113203,-0.511199143,0.118099765,0.011661401,1995e,CfA1,BRV                 ,BIRV                ,SN1995E,SN1995E,0.01166,0.01166,0.01166,0.0227903,54.28681,36.19122,49775.18,0.242,-0.509514,0.12321,0.7642,0.0283198,16.50777,0.0350212,0.00447603,0.000144378,29.63144,0.003490543,CfA1,49772.199
485,2005ms,,,0.13,0.04,0.83,0.07,-19.07,0.09,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.025921266,,0.025921266,-0.048683558,0.0266708,36.48627757,0.02917633,0,1,53744.24996,0.065693684,0.006154814,0.000166733,0.504448468,0.077401374,0.025921266,2005ms,CfA3,BVr                 ,BVir                ,SN2005MS,SN2005MS,0.02592,0.02592,0.02592,0.0291764,90.47809,83.51828,53744.211,0.064,0.47503,0.0767436,-0.0342847,0.0266163,15.90698,0.0301068,0.00778411,0.000215848,37.8322,0.006070283,CfA3,53736.441
486,2000dm,,,-0.01,0.04,1.45,0.06,-18.88,0.15,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.014653471,,0.014653471,-0.017848452,0.027780679,39.75772042,0.159202153,0,1,51815.48456,0.116234876,0.015255,0.000421997,-2.068377409,0.097921308,0.014653471,2000dm,LOSS,BRV                 ,BIRV                ,SN2000DM,SN2000DM,0.01465,0.01465,0.01465,0.1592,98.70325,83.51822,51815.48,0.117,-2.06184,0.0964291,-0.0188167,0.0280607,14.90595,0.0433038,0.0195714,0.000780589,41.79905,0.015262367,LOSS,51812.66
487,1999dk,,,0.17,0.04,1.15,0.05,-19.13,0.16,TRUE,HV,FALSE,FALSE,TRUE,-99.9,,w09,w09,0.013946315,,0.013946315,0.033057938,0.025576676,81.54992993,0.043274488,0,1,51414.7437,0.051290834,0.020836241,0.000562121,-0.146301485,0.053899472,0.013946315,1999dk,LOSS,BRV                 ,BIRV                ,SN1999DK,SN1999DK,0.01395,0.01395,0.01395,0.0432737,108.57368,108.57362,51414.742,0.052,-0.146218,0.0537684,0.0331765,0.0250105,14.56857,0.0299528,0.0267037,0.000736689,81.91153,0.020824349,LOSS,51404.922
488,2001bf,,,0.1,0.04,0.79,0.04,-19.38,0.14,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.01519718,,0.01519718,-0.006670772,0.026399115,64.43724414,0.084959843,0,1,52046.80806,0.238916833,0.021843612,0.000616693,0.538035469,0.08452647,0.01519718,2001bf,CfA3,BRV                 ,BIRV                ,SN2001BF,SN2001BF,0.0152,0.0152,0.0152,0.0849601,98.70333,83.51822,52046.785,0.178,0.5353,0.0759951,-0.00184502,0.0262062,14.53776,0.033936,0.0274723,0.000858682,63.52651,0.021423727,CfA3,52047.391
489,2002eb,,,0.07,0.04,0.92,0.03,-19.19,0.09,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.02638492,,0.02638492,-0.053395493,0.025614391,222.1660091,0.052069618,0,1,52494.21869,0.037018866,0.006908798,0.000181115,0.765917972,0.037598486,0.02638492,2002eb,LOSS,BRV                 ,BIRV                ,SN2002EB,SN2002EB,0.02638,0.02638,0.02638,0.0520697,108.57378,108.57378,52494.223,0.037,0.7682,0.0374833,-0.0528875,0.0244721,15.76543,0.0291649,0.00886803,0.000238212,223.22812,0.006915557,LOSS,52478.859
499,1989b,,,0.39,0.05,1.35,0.05,-18.15,0.15,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.001831267,,0.001831267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,1994d,,,-0.04,0.04,1.31,0.05,-19.26,0.57,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.003932721,,0.003932721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,1998bu,,,0.42,0.04,1.06,0.04,-18.36,0.14,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.002701869,,0.002701869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,1999ee,,,0.38,0.04,0.96,0.05,-18.7,0.21,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.010550632,,0.010550632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,2000ca,,,0.02,0.04,0.96,0.05,-19.39,0.1,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.023616338,,0.023616338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,2001ba,,,0.01,0.04,0.98,0.05,-19.31,0.08,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.030667883,,0.030667883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,2001bt,,,0.25,0.04,1.25,0.05,-18.84,0.15,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.014449997,,0.014449997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,1983g,,,0.23,0.09,1.3,0.1,-18.9,0.45,TRUE,HV,FALSE,FALSE,TRUE,-99.9,,w09,w09,0.004993455,,0.004993455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,1984a,,,0.26,0.08,1.2,0.1,-18.91,0.57,TRUE,HV,FALSE,FALSE,TRUE,-99.9,,w09,w09,0.003932721,,0.003932721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,1989a,,,0.23,0.09,1.05,0.1,-19.17,0.25,TRUE,HV,FALSE,FALSE,TRUE,-99.9,,w09,w09,0.009193026,,0.009193026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,1992a,,,0.04,0.04,1.47,0.05,-18.9,0.5,TRUE,HV,FALSE,FALSE,TRUE,-99.9,,w09,w09,0.004463088,,0.004463088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,2003hx,,,0.55,0.08,1.23,0.1,-18.18,0.34,TRUE,HV,FALSE,FALSE,TRUE,-99.9,,w09,w09,0.006651268,,0.006651268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
